Fecha,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
2017-01-23,6010952.56,5801593.08,5656464.45,5610192.42,5838537.86,6353619.08,6604400.92,7012948.52,7625210.4,7983982.18,8333309.11,8570982.87,8368725.1,8371999.7,8523881.49,8519120.17,8308198.59,8022975.32,8769382.93,9109278.54,8847500.09,8271554.52,7446394.24,6756628.71
2017-01-24,6324268.61,6093514.33,5945373.12,5915390.46,6137481.99,6638962.86,6833021.36,7189238.55,7699111.0,8041915.98,8389876.94,8611533.4,8477369.78,8477408.47,8611050.5,8666709.49,8483769.66,8227959.2,8909540.4,9227466.63,8928416.7,8339701.37,7519526.77,6837094.67
2017-01-25,6411339.56,6171158.22,6017349.22,5978432.17,6228998.58,6771804.27,7033814.02,7342970.35,7845672.94,8136755.87,8441999.98,8678294.14,8474695.95,8471673.12,8642822.35,8641777.16,8505884.18,8196880.04,8944448.71,9320232.53,9030111.55,8399188.6,7556701.1,6836660.03
2017-01-26,6362481.71,6166695.7,6015745.76,6012248.25,6269737.79,6879502.83,7088143.95,7431406.21,7922126.55,8224147.79,8561410.1,8771050.0,8524724.39,8530246.1,8731038.49,8703590.9,8558082.24,8334135.57,9061750.09,9327697.7,9077190.66,8475527.82,7662119.14,6974146.86
2017-01-27,6581114.91,6359529.23,6208836.39,6177714.34,6372440.98,6934174.26,7157712.74,7447522.18,7967866.56,8229752.66,8578795.11,8770117.74,8567023.46,8593610.51,8796220.85,8799849.84,8580478.17,8362961.39,8993619.07,9235405.46,8911651.31,8417105.18,7760184.32,7161055.21
2017-01-28,6663307.45,6392629.74,6211019.37,6139312.12,6246956.97,6430171.18,6532118.8,6880255.65,7447237.43,7864465.54,8204832.78,8395949.51,8218975.53,8017776.62,7892115.85,7766559.37,7615991.69,7568380.85,8411651.47,8762969.23,8461814.01,7997983.41,7401959.38,6881491.59
2017-01-29,6424314.03,6147855.61,5935481.84,5840351.86,5786585.69,5827938.72,5688440.73,5939882.57,6349016.94,6666147.36,6918243.24,7151343.17,7213795.4,7134377.37,6977058.59,6917190.46,6792255.85,6816739.48,7821730.84,8322681.13,8252559.0,7911097.22,7311497.57,6677396.96
2017-01-30,6326774.12,6107762.8,6004497.24,5954242.44,6198692.57,6787891.03,6994614.34,7313585.72,7857768.79,8161560.61,8484206.75,8688561.3,8500194.13,8543370.77,8688790.53,8696459.58,8580759.5,8359400.69,8996879.08,9274073.69,9016283.68,8484388.95,7683067.85,6944531.12
2017-01-31,6514914.07,6287638.98,6156475.01,6107684.14,6336829.43,6973870.13,7153230.99,7437253.62,7942009.0,8234616.25,8534359.35,8780582.84,8526181.93,8552337.05,8680690.86,8697047.31,8500591.85,8216010.87,8940081.37,9265307.59,8993728.87,8430197.99,7620430.58,6937312.33
2017-02-01,6488639.08,6255510.69,6143892.56,6092218.75,6353549.22,6996350.43,7153073.85,7361456.43,7828732.82,8133063.02,8464166.01,8638769.02,8460601.82,8529859.59,8726194.7,8739305.38,8609265.51,8375238.06,9058165.19,9414478.33,9115213.79,8516844.58,7759202.47,7026403.03
2017-02-02,6582604.04,6336386.59,6175032.51,6130164.28,6369363.66,7033631.48,7152891.89,7514495.84,7975597.85,8206885.99,8529183.44,8764384.41,8621551.55,8640033.4,8867088.18,8881427.01,8755035.23,8472658.84,9087905.52,9447853.47,9154720.66,8593045.42,7732260.56,7020265.44
2017-02-03,6564662.8,6285001.56,6150458.03,6115825.68,6323338.93,7016163.86,7141824.15,7465097.67,7949882.92,8264588.48,8562715.52,8812293.14,8660317.43,8690730.43,8883868.68,8914876.64,8723448.87,8390543.29,9037653.79,9366679.57,9097226.34,8575874.14,7923409.84,7298983.12
2017-02-04,6778254.93,6466584.46,6283526.04,6231773.15,6316105.96,6515630.9,6592318.72,7052943.88,7594014.89,8024621.84,8397566.89,8581153.72,8410658.19,8180888.41,8014867.07,7885774.53,7787950.03,7745447.61,8578562.98,8989227.95,8686994.2,8157649.73,7564512.75,6937380.82
2017-02-05,6523051.0,6256168.62,6074492.92,5925017.67,5881798.81,5893176.05,5729575.96,5956714.86,6310772.0,6679393.98,7007757.27,7205673.78,7282510.6,7199142.48,7094734.68,6996249.72,6879387.72,6893707.41,7834427.24,8422580.78,8337574.72,8017551.73,7376838.03,6858747.25
2017-02-06,6363682.55,6096065.58,5962546.77,5950822.48,6202075.52,6927985.52,7056678.96,7379945.03,7949831.31,8321628.51,8683060.79,8916171.28,8738036.41,8770821.79,8992604.35,9011483.88,8802189.72,8455609.01,9053444.31,9478419.18,9251314.12,8697790.14,7879570.94,7120636.34
2017-02-07,6642118.39,6479353.26,6289927.14,6231990.76,6498714.98,7226317.11,7301082.86,7569307.79,8091807.25,8402262.89,8707342.52,8938802.67,8790869.64,8862683.02,9078979.31,9091314.73,8878506.25,8541473.22,9167378.91,9596900.64,9360737.49,8828880.98,8064272.86,7176642.69
2017-02-08,6724007.18,6491403.79,6361066.42,6294030.81,6536373.1,7283946.67,7367312.57,7663661.37,8149487.33,8495543.19,8857638.61,9103597.22,8854545.83,8907954.37,9124829.23,9140702.0,8974165.51,8699245.85,9307967.99,9704659.29,9428664.34,8854164.69,7999435.6,7248995.56
2017-02-09,6819986.74,6554370.14,6429558.73,6397037.2,6633019.82,7307369.67,7474570.66,7684507.6,8174646.9,8497645.71,8802156.02,9033934.96,8835244.13,8918828.91,9118273.81,9088599.87,8880873.83,8603526.4,9245446.34,9632769.7,9392693.19,8775774.18,7948932.59,7308896.67
2017-02-10,6790966.5,6534300.48,6388036.71,6349445.3,6592135.94,7266915.98,7379994.34,7682490.33,8149771.62,8407823.09,8734381.35,8920336.93,8698773.12,8798712.72,8968728.56,8924870.16,8705131.24,8359905.57,9034322.43,9346209.83,9048042.78,8420022.61,7702891.82,6992500.83
2017-02-11,6582609.78,6348370.45,6176849.12,6126063.56,6230836.87,6431690.51,6533623.57,7000651.33,7557796.94,7986730.32,8235021.58,8422923.03,8338693.94,8122397.2,7982744.92,7840396.48,7682610.79,7651165.46,8492143.01,8873883.91,8629648.28,8106025.17,7490802.9,6913140.03
2017-02-12,6502654.27,6211158.98,6019620.15,5843766.71,5846667.94,5843144.48,5715660.25,5944451.71,6302926.44,6604078.96,6873934.4,7054299.31,7131991.01,7094041.37,7003572.5,6932826.0,6850048.92,6913190.49,7788733.2,8303519.34,8167262.4,7848974.05,7234666.31,6625290.14
2017-02-13,6275088.05,6044166.07,5777128.29,5807083.01,6315469.56,6894100.54,7053113.14,7497965.99,7876618.99,8377576.33,8618198.57,8830286.34,8637334.03,8708647.37,8844845.01,8854016.24,8650813.85,8420373.78,9016979.81,9380493.07,9119557.13,8542986.1,7705062.29,6956074.99
2017-02-14,6471378.55,6265435.97,6120974.64,6094953.25,6333337.87,7058082.04,7140127.25,7386821.35,7873978.46,8180268.59,8570592.52,8791315.58,8561437.6,8665313.51,8892722.47,8910314.37,8741006.53,8400811.74,8935870.23,9452505.11,9152263.86,8619296.9,7688338.71,6961189.85
2017-02-15,6557884.25,6343518.71,6217120.82,6127729.08,6403180.2,7069089.0,7142121.16,7452851.29,7859348.8,8189960.83,8552613.36,8775522.42,8513835.8,8628465.57,8883681.59,8924419.98,8749984.12,8415253.0,9068065.65,9530003.64,9263530.22,8649150.07,7781658.91,7163286.57
2017-02-16,6672003.31,6401764.68,6256486.97,6229092.37,6479245.59,7212919.63,7333848.37,7596581.01,8096847.02,8374460.12,8749662.48,8970869.97,8625552.13,8700565.78,8968452.69,9005083.51,8873344.22,8584831.0,9163665.8,9538577.73,9232752.54,8650601.55,7825780.63,7035721.98
2017-02-17,6709756.74,6434480.55,6251068.09,6224198.99,6455768.02,7124107.38,7283443.07,7548471.63,8005652.7,8374223.64,8711737.48,8863508.84,8692380.02,8728280.21,8843498.55,8822220.55,8583167.5,8355396.66,8903040.48,9257411.12,8947078.48,8375324.46,7686434.62,7085077.19
2017-02-18,6637325.85,6355700.0,6155221.48,6082922.99,6244161.59,6397540.69,6533302.19,7048212.96,7633993.04,8019402.5,8331510.86,8532546.25,8412795.37,8193945.54,8027889.28,7908816.12,7778674.5,7686707.88,8486856.3,8928220.46,8675941.83,8204258.42,7526774.92,6977740.97
2017-02-19,6544716.09,6209213.96,6022194.93,5907779.22,5876988.87,5832903.92,5626308.65,5897755.14,6294000.38,6648573.75,6938989.21,7214880.19,7299068.92,7168562.89,7083103.23,7029804.55,6935990.38,6971800.32,7877696.25,8440037.83,8280608.63,7945641.67,7377026.24,6756229.47
2017-02-20,6357385.21,6138330.81,6018753.22,5947046.38,6220471.1,6924396.62,7058736.42,7428456.45,7923422.71,8338256.72,8704768.81,8844620.6,8640680.62,8787488.24,8957327.92,8934913.42,8734016.75,8468476.29,9104950.92,9460477.4,9155800.46,8622546.28,7737562.25,7051681.48
2017-02-21,6660753.76,6397575.75,6283192.96,6244964.75,6525721.34,7191682.68,7322281.33,7613919.8,8069131.77,8298863.86,8626028.08,8836749.88,8630454.52,8702440.92,8912176.17,8886983.46,8731681.2,8419643.37,9060288.65,9394650.91,9104047.73,8582335.3,7722358.77,6959754.22
2017-02-22,6544366.06,6367725.55,6231888.2,6167721.66,6408204.61,7102337.34,7275576.27,7536500.53,7994470.99,8237968.28,8563213.29,8783104.09,8552762.92,8619576.36,8799478.67,8789532.19,8633281.2,8418678.62,9089986.19,9444983.07,9159193.54,8544860.99,7676005.55,7001530.34
2017-02-23,6561496.07,6280971.98,6155436.08,6111817.66,6404426.62,7094736.38,7193109.59,7456843.61,7970189.11,8215518.6,8561871.0,8773684.23,8549967.61,8648291.53,8870592.83,8885156.65,8725006.15,8488138.59,9116024.01,9535834.01,9269024.12,8634178.0,7798652.42,7078836.5
2017-02-24,6607968.52,6422671.0,6244531.13,6216502.22,6470425.08,7104852.98,7193307.71,7562039.36,8009627.08,8257054.04,8616770.72,8858180.56,8691839.71,8687757.05,8917424.54,8996241.5,8815221.37,8502780.99,9076252.87,9367823.58,9100382.02,8487799.09,7787992.91,7200863.15
2017-02-25,6731946.58,6477205.55,6345810.48,6263071.2,6338651.35,6545834.2,6636806.69,7139670.64,7622446.72,7972935.27,8274987.13,8404605.86,8360958.38,8155634.11,8015840.81,7859890.01,7704692.87,7746719.64,8526578.95,8801624.65,8528956.01,8015159.67,7389143.44,6886766.56
2017-02-26,6383370.2,6087980.95,5978941.54,5857663.05,5810119.63,5853999.62,5631125.26,5940345.12,6297730.16,6588267.46,6830501.15,7011946.34,7098644.71,7107816.2,6934687.6,6810994.66,6789092.66,6883564.33,7785533.56,8206143.84,8034641.7,7624315.22,7105445.17,6455459.76
2017-02-27,6154599.78,5938574.84,5834183.23,5816439.23,6081461.44,6811375.0,6990301.93,7263099.05,7681649.49,7970120.23,8309472.0,8551468.74,8369049.53,8388510.6,8535942.39,8554273.16,8402282.8,8191843.15,8905885.94,9253570.48,9007794.78,8379862.38,7530779.73,6855407.18
2017-02-28,6448051.93,6200005.69,6114491.66,6066294.29,6337795.19,6868616.74,7126094.15,7444280.16,7875409.12,8109912.48,8431639.8,8681879.36,8491503.53,8450900.92,8585779.32,8505716.31,8351320.95,8276763.67,8957890.41,9239381.39,8991764.2,8376897.15,7583341.82,6936793.61
2017-03-01,6521696.16,6266791.28,6147168.86,6107933.71,6371038.8,7051094.01,7136831.33,7379710.13,7844680.7,8079347.82,8402760.12,8637764.99,8470195.74,8516209.39,8735855.15,8661379.61,8544888.61,8294450.8,8898376.11,9238763.02,9018767.1,8468043.36,7654473.93,6965872.08
2017-03-02,6526247.04,6275816.45,6129614.9,6100033.48,6351517.36,7035880.1,7182449.64,7503826.33,7949709.44,8196652.07,8560437.09,8766364.68,8499792.75,8582572.32,8767472.97,8776284.95,8640260.36,8412507.31,9085418.85,9445709.57,9211118.29,8625990.64,7796653.93,7108217.51
2017-03-03,6669053.14,6439917.61,6292034.25,6247349.24,6481680.64,7152447.85,7224093.86,7492884.4,7923344.4,8223363.4,8544327.39,8748466.44,8606165.06,8652482.44,8831225.72,8824399.6,8655008.33,8431066.72,9001090.35,9338992.63,9052794.75,8534890.32,7776774.98,7121378.39
2017-03-04,6662755.94,6384708.17,6233543.36,6120177.93,6190753.11,6410138.53,6487573.33,6931519.79,7448916.33,7820760.58,8083922.35,8270034.63,8175309.73,7984252.58,7843291.69,7747104.65,7547887.89,7482005.29,8322741.53,8788583.32,8516154.47,8047853.18,7429345.95,6806538.04
2017-03-05,6373506.98,6112779.61,5912353.06,5807460.23,5783688.81,5727304.51,5614898.25,5888952.49,6270912.8,6598701.08,6860849.18,7080744.0,7083220.05,7011989.78,6925674.12,6876311.02,6766424.06,6830760.31,7762970.1,8245017.64,8132332.98,7747538.36,7172903.05,6579588.95
2017-03-06,6210829.39,6010224.09,5877975.66,5856275.61,6127388.2,6856157.99,7004544.54,7343227.36,7845384.05,8150848.78,8552392.82,8730110.0,8579849.97,8582110.08,8775096.57,8778564.69,8645411.42,8468653.15,9045803.02,9350152.16,9014011.95,8461726.72,7608001.17,6888135.41
2017-03-07,6503366.95,6290153.94,6146643.42,6105780.04,6352419.79,7055731.77,7185229.76,7416428.36,7865035.48,8077542.14,8355465.05,8575901.86,8372759.85,8443595.82,8629336.03,8641760.04,8557432.17,8508886.24,9083819.4,9314204.25,9017484.36,8426140.8,7564503.52,6821981.73
2017-03-08,6414330.57,6168995.65,6057147.11,6030349.86,6303202.57,6960299.02,7122706.43,7404014.92,7793238.95,8021318.69,8293486.84,8351486.88,8222602.56,8295034.88,8480938.37,8511562.71,8383628.07,8170882.28,8814611.71,9128396.51,8802302.07,8242231.79,7437656.49,6744287.48
2017-03-09,6423626.44,6186901.77,6043174.54,5981784.59,6298809.75,6912280.27,7084191.54,7396748.51,7832512.51,8121417.46,8413117.2,8622003.08,8408857.71,8507602.97,8693765.65,8721173.78,8467572.11,8243628.33,9008963.22,9281134.99,8998380.01,8369831.74,7551111.24,6999709.45
2017-03-10,6451585.33,6182129.66,6061657.59,6015827.43,6345807.98,7008599.38,7105018.58,7409394.37,7870547.48,8123633.61,8455999.24,8695944.52,8484750.6,8518705.27,8703941.5,8727197.78,8540759.8,8282934.49,8910187.05,9215736.99,8986122.84,8427662.75,7682935.15,6985161.16
2017-03-11,6574670.91,6358610.24,6188043.45,6097715.58,6177961.07,6388054.5,6531178.47,7022925.61,7554991.24,7941030.75,8260082.04,8424569.76,8292066.95,8053159.55,7915757.42,7739907.05,7677202.36,7612945.81,8474460.16,8751074.7,8461393.33,7933281.35,7269889.55,6708801.45
2017-03-12,6257927.16,5982945.83,5793016.64,5655814.92,5632944.2,5687065.5,5512627.52,5764697.6,6151060.96,6445594.82,6641940.65,6804144.01,6890961.35,6814244.3,6655553.95,6587380.1,6526211.65,6658428.34,7586726.11,8056668.69,7885997.59,7465954.13,6893623.22,6290428.5
2017-03-13,5953010.41,5750634.64,5648643.49,5658983.75,5952668.93,6679090.5,6787180.5,7116622.21,7636533.5,7962408.24,8324544.78,8537380.08,8374261.91,8364695.43,8533075.84,8517004.86,8366036.69,8193177.14,8906237.92,9244981.95,9005058.67,8398866.88,7534523.34,6855907.51
2017-03-14,6438210.22,6176855.34,6055332.01,6028126.58,6263265.1,6952691.39,7079183.68,7418385.99,7880579.08,8214273.61,8528961.91,8691387.32,8438095.87,8467481.08,8549404.69,8448439.41,8336507.29,8184174.76,8908708.5,9115810.31,8817493.36,8244396.6,7435172.64,6779312.17
2017-03-15,6276941.85,6117937.8,5988786.46,5928868.04,6231869.52,6970660.31,7115938.34,7408419.47,7906289.58,8078809.97,8373787.0,8496400.55,8254784.89,8255718.19,8474153.13,8490186.47,8368813.27,8147917.47,8880360.74,9191394.91,8927316.07,8340546.2,7536054.22,6804105.87
2017-03-16,6328674.48,6095020.57,5973272.72,5942006.81,6217856.07,6899245.38,7025991.86,7345828.7,7797130.71,8097654.74,8402617.3,8614071.24,8413855.45,8496235.75,8691033.39,8684867.63,8571271.15,8262607.98,8947371.67,9378663.36,9159733.26,8559775.21,7754392.54,7045705.08
2017-03-17,6575215.81,6322228.47,6186238.93,6148621.31,6415809.15,7061145.02,7151524.47,7472461.1,7906461.15,8213407.45,8508517.66,8596427.28,8205416.82,8539802.13,8773985.69,8799963.73,8594357.56,8353862.35,8976661.21,9307997.95,9002827.74,8441078.91,7750279.18,7086112.0
2017-03-18,6584927.43,6356614.79,6195743.14,6104479.87,6190694.1,6396191.61,6522282.05,7013889.34,7598854.62,7988732.99,8202677.02,8390063.96,8302974.77,8091783.33,7939320.96,7804698.47,7654850.64,7640204.62,8439124.35,8732532.01,8436361.32,7918223.31,7303853.34,6741924.1
2017-03-19,6315684.52,6028310.7,5837144.05,5749020.27,5731684.4,5746985.69,5516859.35,5767263.12,6134917.52,6455527.24,6688676.89,6854878.42,6931093.81,6890190.33,6777257.29,6693988.11,6567860.06,6635584.15,7540936.11,7930480.93,7761335.74,7436454.84,6898792.18,6434574.95
2017-03-20,6070169.31,5798497.7,5650131.98,5565334.7,5549746.61,5619685.33,5498553.98,5822537.25,6245152.41,6601581.33,6916739.24,7188177.62,7276370.32,7230249.66,7017653.86,6913104.17,6858590.19,6921637.43,7859732.55,8303458.97,8140489.41,7696214.89,7128412.09,6514047.38
2017-03-21,6183097.95,5941740.58,5808621.16,5793415.94,6101180.29,6794521.07,6932359.71,7273326.14,7763799.57,8093765.39,8444359.01,8605316.91,8445527.63,8587229.3,8783123.49,8801301.69,8626896.42,8410671.6,9057231.61,9322695.38,9114583.98,8496724.52,7689894.12,7070098.51
2017-03-22,6521503.41,6280850.11,6170145.03,6139411.28,6397046.44,7052355.76,7156404.98,7446714.5,7911008.66,8186325.73,8469899.98,8631146.36,8411041.65,8464539.49,8627500.61,8630030.53,8490552.64,8353621.3,9045190.35,9301952.84,9037296.81,8446027.92,7644957.21,6895992.88
2017-03-23,6456636.77,6241023.56,6115988.94,6101908.2,6379817.44,7057523.62,7248353.08,7498545.37,7892277.88,8183909.2,8328790.95,8519374.55,8281718.41,8298656.15,8372719.32,8460798.61,8418522.73,8330114.32,8960145.59,9140546.24,8818576.34,8205656.91,7389227.77,6729853.6
2017-03-24,6299729.71,6127179.41,5976172.23,5967219.85,6241551.08,6979229.83,7116262.79,7412044.88,7765729.3,8031721.66,8262130.01,8411413.23,8199416.95,8281449.49,8456127.57,8478955.2,8359596.89,8216892.43,8923137.51,9111235.04,8737586.54,8176793.65,7452905.7,6824933.88
2017-03-25,6431230.93,6156146.18,5992615.33,5955531.0,6087075.4,6312659.39,6435301.12,6899704.63,7543037.08,7949990.25,8249907.63,8432238.4,8343529.69,8098504.29,7916596.41,7807663.69,7631519.21,7635732.38,8472889.7,8715967.41,8456106.63,8004475.93,7366240.76,6746517.53
2017-03-26,6291814.97,6064260.24,5829261.06,5706195.19,5672265.25,5672172.46,5505513.24,5742702.09,6080551.23,6333149.82,6613904.88,6811648.76,6922916.56,6933597.18,6800885.63,6716269.21,6653180.26,6780194.4,7755974.55,8094989.91,7904856.78,7494605.27,6910013.76,6415215.25
2017-03-27,5975773.84,5769034.3,5665794.54,5652895.87,5933954.84,6640917.89,6793978.4,7108773.11,7646381.73,7955883.86,8360856.62,8601385.36,8396918.9,8479022.91,8705441.02,8770232.25,8664662.05,8386649.15,8998367.53,9250976.1,8988792.57,8425826.28,7570573.19,6865666.68
2017-03-28,6409717.26,6223360.79,6110299.64,6096082.51,6332913.27,6993051.55,7136110.6,7427692.34,7902359.27,8174723.77,8514022.03,8745121.51,8518930.88,8648195.66,8838975.29,8870710.13,8703965.63,8503221.77,9164192.17,9355711.77,9034876.14,8397770.54,7609845.07,6867384.86
2017-03-29,6470539.83,6275535.43,6134375.81,6104290.16,6334274.63,6966087.21,7054824.1,7401403.39,7854421.08,8156634.9,8453697.26,8641219.44,8460979.83,8469257.53,8600544.87,8606188.56,8508834.96,8353392.26,9057540.16,9276503.13,8996864.31,8384380.14,7552735.07,6873420.52
2017-03-30,6394076.71,6233027.52,6097970.07,6046579.71,6293054.46,6926912.07,7087937.59,7434937.39,7829387.36,8102429.26,8409011.34,8514800.99,8387717.53,8431720.5,8598602.08,8533965.12,8393127.93,8246245.39,8918270.75,9173879.62,8930419.08,8334544.56,7528961.08,6839382.93
2017-03-31,6396802.93,6165664.72,6006945.94,5967664.78,6215603.07,6893656.45,6975206.66,7316402.96,7778777.35,8030820.54,8340982.89,8516780.28,8350881.75,8355443.05,8488778.43,8515019.36,8359853.64,8123547.42,8806438.53,9060569.51,8782276.43,8244631.99,7523771.05,6884207.27
2017-04-01,6406227.48,6186782.98,6026131.73,5974366.01,6035185.24,6265538.0,6384750.55,6882217.79,7405808.22,7740126.05,8018385.03,8231262.37,8141204.16,7981817.52,7818796.9,7713718.48,7538813.46,7500022.98,8414102.16,8752178.87,8470354.23,7979623.17,7328461.61,6800128.52
